block,method,base_dataset,p_noise,p_total,n_samples,n_informative,precision_at_10_mean,precision_at_10_std,recall_at_10_mean,recall_at_10_std,f1_at_10_mean,f1_at_10_std,spread_at_10_mean,spread_at_10_std,lr_ba_mean,lr_ba_std,knn_ba_mean,knn_ba_std,elapsed_seconds_mean,elapsed_seconds_std
noise_injection,cif,easy,1000,1050,1000,10,0.7,0.0,0.7,0.0,0.7,0.0,0.6072449952335558,0.0,0.9550296996368708,0.0,0.9760118317581704,0.0,30.252016577000006,0.0
noise_injection,rf,easy,1000,1050,1000,10,0.8,0.0,0.8,0.0,0.8000000000000002,0.0,0.09914204003813155,0.0,0.9520236635163407,0.0,0.9770098357501865,0.0,0.18673817600000575,0.0
noise_injection,et,easy,1000,1050,1000,10,0.8,0.0,0.8,0.0,0.8000000000000002,0.0,0.32507149666348906,0.0,0.9530216675083567,0.0,0.9769857874612221,0.0,0.12917252699998016,0.0
noise_injection,cif,moderate,1000,1050,1000,10,0.5,0.0,0.5,0.0,0.5,0.0,0.9771210676835081,0.0,0.69101555924296,0.0,0.7349938676863141,0.0,32.641940498000054,0.0
noise_injection,rf,moderate,1000,1050,1000,10,0.8,0.0,0.8,0.0,0.8000000000000002,0.0,0.3841754051477598,0.0,0.7230478801433278,0.0,0.8270807782026308,0.0,0.18561327800000527,0.0
noise_injection,et,moderate,1000,1050,1000,10,0.7,0.0,0.7,0.0,0.7,0.0,0.8589132507149666,0.0,0.6909794868095135,0.0,0.7740543010364812,0.0,0.11664089600003535,0.0
noise_injection,cif,many_info,1000,1050,1000,20,1.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.017159199237368923,0.0,0.7529579395426015,0.0,0.8349866531996248,0.0,30.12392093400001,0.0
noise_injection,rf,many_info,1000,1050,1000,20,1.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.01811248808388942,0.0,0.7899622441863262,0.0,0.8190366255440925,0.0,0.18917982999994365,0.0
noise_injection,et,many_info,1000,1050,1000,20,1.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.015252621544327931,0.0,0.7609299473342471,0.0,0.811972440660847,0.0,0.12328374300000178,0.0
