method,avg_rank,std_rank,cd
rfe,3.8833333333333333,3.17196924463162,3.791510720927508
lgbm,4.583333333333333,3.060727945367826,3.791510720927508
cat,4.716666666666667,2.7346033634798954,3.791510720927508
rf,5.7,2.7006172134038797,3.791510720927508
et,6.216666666666667,2.9401908479250496,3.791510720927508
cif,6.733333333333333,3.0103525079668367,3.791510720927508
xgb,7.4,3.1685959035509716,3.791510720927508
ptest_mc,8.6,3.9293765408777,3.791510720927508
cit,8.733333333333333,3.453822359196965,3.791510720927508
boruta,8.983333333333333,4.916779659718566,3.791510720927508
pi,9.2,3.959377055379631,3.791510720927508
ptest_rdc,10.383333333333333,3.673516329380097,3.791510720927508
r_cforest,11.3,3.1320919526731648,3.791510720927508
cpi,11.35,3.454827540317076,3.791510720927508
r_ctree,12.216666666666667,4.0572637194159435,3.791510720927508
