method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
cat,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
cif,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
cit,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
cpi,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
et,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
lgbm,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
pi,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
ptest_dc,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
ptest_pc,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
ptest_rdc,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
r_cforest,-0.06726650969325734,,,-0.067 [insufficient data],19346.373744231387,,,19346.374 [insufficient data],114.21061642664861,,,114.211 [insufficient data]
r_ctree,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
rf,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
rfe,-0.06649665530306353,,,-0.066 [insufficient data],19332.80498498452,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
xgb,-0.06649665530306353,,,-0.066 [insufficient data],19332.804984984516,,,19332.805 [insufficient data],114.16938511211178,,,114.169 [insufficient data]
